Product ID,Product Name,Product URL,Image URL,Price
20905536,Arizona Diamondbacks MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905536,"http://lf.lids.com/hwl?set=sku[20905536],c[2],w[400],h[300]&load=url[file:product]",34.99
20905576,Minnesota Twins MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905576,"http://lf.lids.com/hwl?set=sku[20905576],c[2],w[400],h[300]&load=url[file:product]",34.99
20905590,San Diego Padres MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905590,"http://lf.lids.com/hwl?set=sku[20905590],c[2],w[400],h[300]&load=url[file:product]",34.99
20905574,Minnesota Twins MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905574,"http://lf.lids.com/hwl?set=sku[20905574],c[2],w[400],h[300]&load=url[file:product]",34.99
20905553,Cleveland Indians MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905553,"http://lf.lids.com/hwl?set=sku[20905553],c[2],w[400],h[300]&load=url[file:product]",34.99
20905598,St. Louis Cardinals MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905598,"http://lf.lids.com/hwl?set=sku[20905598],c[2],w[400],h[300]&load=url[file:product]",34.99
20905560,Detroit Tigers MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905560,"http://lf.lids.com/hwl?set=sku[20905560],c[2],w[400],h[300]&load=url[file:product]",34.99
20905585,Pittsburgh Pirates MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905585,"http://lf.lids.com/hwl?set=sku[20905585],c[2],w[400],h[300]&load=url[file:product]",34.99
20905554,Cleveland Indians MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905554,"http://lf.lids.com/hwl?set=sku[20905554],c[2],w[400],h[300]&load=url[file:product]",34.99
20905582,Oakland Athletics MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905582,"http://lf.lids.com/hwl?set=sku[20905582],c[2],w[400],h[300]&load=url[file:product]",34.99
20905568,Miami Marlins MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905568,"http://lf.lids.com/hwl?set=sku[20905568],c[2],w[400],h[300]&load=url[file:product]",34.99
20905540,Atlanta Braves MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905540,"http://lf.lids.com/hwl?set=sku[20905540],c[2],w[400],h[300]&load=url[file:product]",34.99
20905556,Cleveland Indians MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905556,"http://lf.lids.com/hwl?set=sku[20905556],c[2],w[400],h[300]&load=url[file:product]",34.99
20905551,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905551,"http://lf.lids.com/hwl?set=sku[20905551],c[2],w[400],h[300]&load=url[file:product]",34.99
20905541,Baltimore Orioles MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905541,"http://lf.lids.com/hwl?set=sku[20905541],c[2],w[400],h[300]&load=url[file:product]",34.99
20905538,Atlanta Braves MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905538,"http://lf.lids.com/hwl?set=sku[20905538],c[2],w[400],h[300]&load=url[file:product]",34.99
20905532,Los Angeles Angels MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905532,"http://lf.lids.com/hwl?set=sku[20905532],c[2],w[400],h[300]&load=url[file:product]",34.99
20905607,Washington Nationals MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905607,"http://lf.lids.com/hwl?set=sku[20905607],c[2],w[400],h[300]&load=url[file:product]",34.99
20905546,Boston Red Sox MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905546,"http://lf.lids.com/hwl?set=sku[20905546],c[2],w[400],h[300]&load=url[file:product]",34.99
20905578,New York Mets MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905578,"http://lf.lids.com/hwl?set=sku[20905578],c[2],w[400],h[300]&load=url[file:product]",34.99
20905561,Detroit Tigers MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905561,"http://lf.lids.com/hwl?set=sku[20905561],c[2],w[400],h[300]&load=url[file:product]",34.99
20905543,Baltimore Orioles MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905543,"http://lf.lids.com/hwl?set=sku[20905543],c[2],w[400],h[300]&load=url[file:product]",34.99
20905606,Washington Nationals MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905606,"http://lf.lids.com/hwl?set=sku[20905606],c[2],w[400],h[300]&load=url[file:product]",34.99
20905583,Philadelphia Phillies MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905583,"http://lf.lids.com/hwl?set=sku[20905583],c[2],w[400],h[300]&load=url[file:product]",34.99
20905596,St. Louis Cardinals MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905596,"http://lf.lids.com/hwl?set=sku[20905596],c[2],w[400],h[300]&load=url[file:product]",34.99
20905571,Milwaukee Brewers MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905571,"http://lf.lids.com/hwl?set=sku[20905571],c[2],w[400],h[300]&load=url[file:product]",34.99
20905562,Houston Astros MLB Authentic Collection 59FIFTY Cap,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20905562,"http://lf.lids.com/hwl?set=sku[20905562],c[2],w[400],h[300]&load=url[file:product]",34.99
